run_id,model_scale_id,condition_id,task_regime,P_active,baseline_score,intervention_score,metric,seed,status,notes
LARGE-C036,LARGE,C036,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C036,LARGE,C036,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C036,LARGE,C036,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C036,LARGE,C036,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C037,LARGE,C037,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C037,LARGE,C037,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C037,LARGE,C037,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C037,LARGE,C037,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C038,LARGE,C038,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C038,LARGE,C038,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C038,LARGE,C038,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C038,LARGE,C038,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C039,LARGE,C039,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C039,LARGE,C039,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C039,LARGE,C039,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C039,LARGE,C039,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C040,LARGE,C040,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C040,LARGE,C040,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C040,LARGE,C040,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C040,LARGE,C040,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C041,LARGE,C041,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C041,LARGE,C041,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C041,LARGE,C041,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C041,LARGE,C041,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C042,LARGE,C042,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C042,LARGE,C042,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C042,LARGE,C042,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C042,LARGE,C042,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C043,LARGE,C043,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C043,LARGE,C043,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C043,LARGE,C043,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C043,LARGE,C043,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C044,LARGE,C044,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C044,LARGE,C044,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C044,LARGE,C044,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C044,LARGE,C044,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C045,LARGE,C045,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C045,LARGE,C045,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C045,LARGE,C045,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C045,LARGE,C045,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C046,LARGE,C046,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C046,LARGE,C046,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C046,LARGE,C046,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C046,LARGE,C046,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C047,LARGE,C047,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C047,LARGE,C047,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C047,LARGE,C047,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C047,LARGE,C047,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C048,LARGE,C048,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C048,LARGE,C048,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C048,LARGE,C048,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C048,LARGE,C048,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C049,LARGE,C049,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C049,LARGE,C049,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C049,LARGE,C049,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C049,LARGE,C049,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C050,LARGE,C050,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C050,LARGE,C050,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C050,LARGE,C050,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C050,LARGE,C050,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C051,LARGE,C051,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C051,LARGE,C051,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C051,LARGE,C051,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C051,LARGE,C051,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C052,LARGE,C052,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C052,LARGE,C052,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C052,LARGE,C052,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C052,LARGE,C052,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C053,LARGE,C053,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C053,LARGE,C053,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C053,LARGE,C053,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C053,LARGE,C053,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C054,LARGE,C054,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C054,LARGE,C054,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C054,LARGE,C054,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C054,LARGE,C054,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
LARGE-C055,LARGE,C055,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
LARGE-C055,LARGE,C055,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
LARGE-C055,LARGE,C055,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
LARGE-C055,LARGE,C055,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
